,Mainline,Fork,Pr nr,Patch classification,Interesting
622,apache/kafka,linkedin/kafka,15744,MO,1
616,apache/kafka,linkedin/kafka,15773,MO,1
615,apache/kafka,linkedin/kafka,15777,ED,1
614,apache/kafka,linkedin/kafka,15778,MO,1
612,apache/kafka,linkedin/kafka,15784,MO,1
611,apache/kafka,linkedin/kafka,15787,MO,1
609,apache/kafka,linkedin/kafka,15793,MO,1
555,apache/kafka,linkedin/kafka,16161,MO,1
554,apache/kafka,linkedin/kafka,16170,MO,1
553,apache/kafka,linkedin/kafka,16171,ED,1
551,apache/kafka,linkedin/kafka,16181,MO,1
550,apache/kafka,linkedin/kafka,16186,ED,1
601,apache/kafka,linkedin/kafka,15869,MO,1
599,apache/kafka,linkedin/kafka,15889,MO,1
598,apache/kafka,linkedin/kafka,15900,MO,1
597,apache/kafka,linkedin/kafka,15904,MO,1
595,apache/kafka,linkedin/kafka,15910,ED,1
593,apache/kafka,linkedin/kafka,15918,MO,1
592,apache/kafka,linkedin/kafka,15919,MO,1
573,apache/kafka,linkedin/kafka,16053,ED,1
572,apache/kafka,linkedin/kafka,16062,SP,1
570,apache/kafka,linkedin/kafka,16079,MO,1
566,apache/kafka,linkedin/kafka,16092,MO,1
565,apache/kafka,linkedin/kafka,16093,MO,1
591,apache/kafka,linkedin/kafka,15922,ED,1
589,apache/kafka,linkedin/kafka,15942,MO,1
585,apache/kafka,linkedin/kafka,15962,MO,1
584,apache/kafka,linkedin/kafka,15971,MO,1
581,apache/kafka,linkedin/kafka,15984,MO,1
579,apache/kafka,linkedin/kafka,15991,MO,1
578,apache/kafka,linkedin/kafka,15993,MO,1
576,apache/kafka,linkedin/kafka,16020,ED,1
1326,apache/kafka,linkedin/kafka,12244,MO,1
1325,apache/kafka,linkedin/kafka,12250,MO,1
1324,apache/kafka,linkedin/kafka,12251,MO,1
1322,apache/kafka,linkedin/kafka,12253,MO,1
1320,apache/kafka,linkedin/kafka,12262,MO,1
1319,apache/kafka,linkedin/kafka,12265,MO,1
1317,apache/kafka,linkedin/kafka,12280,ED,1
1316,apache/kafka,linkedin/kafka,12288,ED,1
1315,apache/kafka,linkedin/kafka,12289,MO,1
1314,apache/kafka,linkedin/kafka,12290,MO,1
12,apache/kafka,linkedin/kafka,19314,MO,1
11,apache/kafka,linkedin/kafka,19319,MO,1
10,apache/kafka,linkedin/kafka,19333,MO,1
6,apache/kafka,linkedin/kafka,19354,MO,1
3,apache/kafka,linkedin/kafka,19374,MO,1
0,apache/kafka,linkedin/kafka,19448,MO,1
42,apache/kafka,linkedin/kafka,19099,NA,0
41,apache/kafka,linkedin/kafka,19102,NA,0
38,apache/kafka,linkedin/kafka,19124,CC,0
37,apache/kafka,linkedin/kafka,19126,CC,0
35,apache/kafka,linkedin/kafka,19139,CC,0
32,apache/kafka,linkedin/kafka,19149,NE,0
1295,apache/kafka,linkedin/kafka,12394,NA,0
1292,apache/kafka,linkedin/kafka,12404,NE,0
1290,apache/kafka,linkedin/kafka,12406,NA,0
1289,apache/kafka,linkedin/kafka,12407,CC,0
1288,apache/kafka,linkedin/kafka,12408,NA,0
1287,apache/kafka,linkedin/kafka,12412,NA,0
1286,apache/kafka,linkedin/kafka,12415,NA,0
1285,apache/kafka,linkedin/kafka,12416,NA,0
1284,apache/kafka,linkedin/kafka,12417,NA,0
62,apache/kafka,linkedin/kafka,19002,NE,0
569,apache/kafka,linkedin/kafka,16081,CC,0
568,apache/kafka,linkedin/kafka,16089,NA,0
567,apache/kafka,linkedin/kafka,16090,NE,0
564,apache/kafka,linkedin/kafka,16099,NA,0
563,apache/kafka,linkedin/kafka,16105,NA,0
562,apache/kafka,linkedin/kafka,16112,NA,0
561,apache/kafka,linkedin/kafka,16114,NA,0
560,apache/kafka,linkedin/kafka,16117,NE,0
590,apache/kafka,linkedin/kafka,15937,NE,0
588,apache/kafka,linkedin/kafka,15945,NA,0
587,apache/kafka,linkedin/kafka,15950,NE,0
586,apache/kafka,linkedin/kafka,15955,NA,0
583,apache/kafka,linkedin/kafka,15977,NA,0
582,apache/kafka,linkedin/kafka,15979,NA,0
580,apache/kafka,linkedin/kafka,15987,NE,0
577,apache/kafka,linkedin/kafka,16015,NA,0
547,apache/kafka,linkedin/kafka,16194,NA,0
546,apache/kafka,linkedin/kafka,16197,NA,0
545,apache/kafka,linkedin/kafka,16210,NE,0
544,apache/kafka,linkedin/kafka,16216,NE,0
607,apache/kafka,linkedin/kafka,15811,NA,0
606,apache/kafka,linkedin/kafka,15816,NE,0
605,apache/kafka,linkedin/kafka,15817,NE,0
604,apache/kafka,linkedin/kafka,15828,NE,0
603,apache/kafka,linkedin/kafka,15835,NE,0
602,apache/kafka,linkedin/kafka,15849,NE,0
600,apache/kafka,linkedin/kafka,15880,NE,0
596,apache/kafka,linkedin/kafka,15906,NE,0
594,apache/kafka,linkedin/kafka,15915,NA,0
575,apache/kafka,linkedin/kafka,16043,NE,0
574,apache/kafka,linkedin/kafka,16044,NE,0
571,apache/kafka,linkedin/kafka,16072,NA,0
528,apache/kafka,linkedin/kafka,16342,NE,0
621,apache/kafka,linkedin/kafka,15746,NA,0
620,apache/kafka,linkedin/kafka,15755,NA,0
619,apache/kafka,linkedin/kafka,15757,NA,0
618,apache/kafka,linkedin/kafka,15760,NE,0
617,apache/kafka,linkedin/kafka,15771,CC,0
613,apache/kafka,linkedin/kafka,15783,NA,0
610,apache/kafka,linkedin/kafka,15792,NA,0
608,apache/kafka,linkedin/kafka,15801,NE,0
559,apache/kafka,linkedin/kafka,16125,NE,0
558,apache/kafka,linkedin/kafka,16141,NA,0
557,apache/kafka,linkedin/kafka,16142,NE,0
556,apache/kafka,linkedin/kafka,16146,NE,0
552,apache/kafka,linkedin/kafka,16175,NA,0
549,apache/kafka,linkedin/kafka,16187,NE,0
548,apache/kafka,linkedin/kafka,16188,NA,0
639,apache/kafka,linkedin/kafka,15677,NE,0
638,apache/kafka,linkedin/kafka,15689,NA,0
636,apache/kafka,linkedin/kafka,15694,NA,0
633,apache/kafka,linkedin/kafka,15701,NE,0
628,apache/kafka,linkedin/kafka,15725,NA,0
627,apache/kafka,linkedin/kafka,15732,NE,0
626,apache/kafka,linkedin/kafka,15733,NA,0
543,apache/kafka,linkedin/kafka,16217,NA,0
541,apache/kafka,linkedin/kafka,16229,NE,0
538,apache/kafka,linkedin/kafka,16251,NA,0
536,apache/kafka,linkedin/kafka,16273,NA,0
534,apache/kafka,linkedin/kafka,16283,NE,0
533,apache/kafka,linkedin/kafka,16290,NE,0
532,apache/kafka,linkedin/kafka,16300,NA,0
530,apache/kafka,linkedin/kafka,16306,NE,0
529,apache/kafka,linkedin/kafka,16337,NA,0
517,apache/kafka,linkedin/kafka,16374,NE,0
516,apache/kafka,linkedin/kafka,16376,NE,0
514,apache/kafka,linkedin/kafka,16407,NA,0
513,apache/kafka,linkedin/kafka,16410,CC,0
512,apache/kafka,linkedin/kafka,16416,NA,0
655,apache/kafka,linkedin/kafka,15589,NE,0
654,apache/kafka,linkedin/kafka,15591,NE,0
653,apache/kafka,linkedin/kafka,15592,NE,0
650,apache/kafka,linkedin/kafka,15608,NE,0
648,apache/kafka,linkedin/kafka,15629,NE,0
647,apache/kafka,linkedin/kafka,15630,NA,0
646,apache/kafka,linkedin/kafka,15632,NA,0
644,apache/kafka,linkedin/kafka,15643,NE,0
642,apache/kafka,linkedin/kafka,15663,CC,0
641,apache/kafka,linkedin/kafka,15668,NE,0
640,apache/kafka,linkedin/kafka,15674,NE,0
498,apache/kafka,linkedin/kafka,16509,NA,0
497,apache/kafka,linkedin/kafka,16525,NE,0
496,apache/kafka,linkedin/kafka,16526,NE,0
671,apache/kafka,linkedin/kafka,15527,NE,0
668,apache/kafka,linkedin/kafka,15541,NA,0
663,apache/kafka,linkedin/kafka,15559,NA,0
662,apache/kafka,linkedin/kafka,15562,NA,0
658,apache/kafka,linkedin/kafka,15579,NE,0
657,apache/kafka,linkedin/kafka,15583,NE,0
656,apache/kafka,linkedin/kafka,15586,NE,0
527,apache/kafka,linkedin/kafka,16343,NE,0
525,apache/kafka,linkedin/kafka,16345,NE,0
523,apache/kafka,linkedin/kafka,16353,NA,0
522,apache/kafka,linkedin/kafka,16358,NE,0
520,apache/kafka,linkedin/kafka,16366,NE,0
519,apache/kafka,linkedin/kafka,16367,NE,0
485,apache/kafka,linkedin/kafka,16605,NA,0
484,apache/kafka,linkedin/kafka,16614,NE,0
482,apache/kafka,linkedin/kafka,16625,NA,0
481,apache/kafka,linkedin/kafka,16635,NA,0
480,apache/kafka,linkedin/kafka,16638,NA,0
681,apache/kafka,linkedin/kafka,15491,NA,0
680,apache/kafka,linkedin/kafka,15494,NA,0
679,apache/kafka,linkedin/kafka,15500,NA,0
677,apache/kafka,linkedin/kafka,15505,NE,0
676,apache/kafka,linkedin/kafka,15508,NA,0
674,apache/kafka,linkedin/kafka,15517,NA,0
673,apache/kafka,linkedin/kafka,15521,NE,0
506,apache/kafka,linkedin/kafka,16455,NA,0
505,apache/kafka,linkedin/kafka,16462,NE,0
502,apache/kafka,linkedin/kafka,16472,CC,0
501,apache/kafka,linkedin/kafka,16487,NA,0
705,apache/kafka,linkedin/kafka,15393,NA,0
703,apache/kafka,linkedin/kafka,15405,NA,0
701,apache/kafka,linkedin/kafka,15410,NA,0
700,apache/kafka,linkedin/kafka,15412,NA,0
697,apache/kafka,linkedin/kafka,15432,NE,0
696,apache/kafka,linkedin/kafka,15433,NE,0
693,apache/kafka,linkedin/kafka,15440,NE,0
692,apache/kafka,linkedin/kafka,15449,NA,0
691,apache/kafka,linkedin/kafka,15459,NA,0
690,apache/kafka,linkedin/kafka,15463,NA,0
495,apache/kafka,linkedin/kafka,16557,NA,0
492,apache/kafka,linkedin/kafka,16562,NE,0
491,apache/kafka,linkedin/kafka,16570,NA,0
488,apache/kafka,linkedin/kafka,16581,NA,0
487,apache/kafka,linkedin/kafka,16585,NA,0
486,apache/kafka,linkedin/kafka,16591,NA,0
474,apache/kafka,linkedin/kafka,16660,NE,0
472,apache/kafka,linkedin/kafka,16663,NE,0
470,apache/kafka,linkedin/kafka,16678,NA,0
469,apache/kafka,linkedin/kafka,16692,NE,0
468,apache/kafka,linkedin/kafka,16702,NA,0
467,apache/kafka,linkedin/kafka,16705,NA,0
465,apache/kafka,linkedin/kafka,16711,NE,0
719,apache/kafka,linkedin/kafka,15343,NE,0
716,apache/kafka,linkedin/kafka,15350,NA,0
714,apache/kafka,linkedin/kafka,15353,NE,0
712,apache/kafka,linkedin/kafka,15362,NE,0
711,apache/kafka,linkedin/kafka,15368,NE,0
710,apache/kafka,linkedin/kafka,15370,NA,0
709,apache/kafka,linkedin/kafka,15375,NE,0
708,apache/kafka,linkedin/kafka,15383,NE,0
707,apache/kafka,linkedin/kafka,15391,CC,0
737,apache/kafka,linkedin/kafka,15247,CC,0
736,apache/kafka,linkedin/kafka,15262,NA,0
734,apache/kafka,linkedin/kafka,15266,NA,0
731,apache/kafka,linkedin/kafka,15287,NA,0
730,apache/kafka,linkedin/kafka,15290,NA,0
729,apache/kafka,linkedin/kafka,15292,CC,0
725,apache/kafka,linkedin/kafka,15315,NA,0
724,apache/kafka,linkedin/kafka,15317,NA,0
723,apache/kafka,linkedin/kafka,15324,NE,0
722,apache/kafka,linkedin/kafka,15327,NE,0
721,apache/kafka,linkedin/kafka,15331,NA,0
720,apache/kafka,linkedin/kafka,15335,NA,0
479,apache/kafka,linkedin/kafka,16642,NE,0
477,apache/kafka,linkedin/kafka,16647,NE,0
476,apache/kafka,linkedin/kafka,16654,NA,0
475,apache/kafka,linkedin/kafka,16657,NE,0
458,apache/kafka,linkedin/kafka,16736,NA,0
455,apache/kafka,linkedin/kafka,16753,NA,0
454,apache/kafka,linkedin/kafka,16755,NE,0
451,apache/kafka,linkedin/kafka,16772,NA,0
450,apache/kafka,linkedin/kafka,16777,NA,0
449,apache/kafka,linkedin/kafka,16784,NA,0
751,apache/kafka,linkedin/kafka,15185,NA,0
750,apache/kafka,linkedin/kafka,15186,NA,0
749,apache/kafka,linkedin/kafka,15193,NA,0
748,apache/kafka,linkedin/kafka,15194,NE,0
747,apache/kafka,linkedin/kafka,15196,NE,0
746,apache/kafka,linkedin/kafka,15199,NA,0
744,apache/kafka,linkedin/kafka,15207,NA,0
741,apache/kafka,linkedin/kafka,15222,NA,0
740,apache/kafka,linkedin/kafka,15228,NE,0
738,apache/kafka,linkedin/kafka,15243,NA,0
769,apache/kafka,linkedin/kafka,15102,NA,0
768,apache/kafka,linkedin/kafka,15104,NA,0
767,apache/kafka,linkedin/kafka,15117,NA,0
766,apache/kafka,linkedin/kafka,15120,NE,0
764,apache/kafka,linkedin/kafka,15127,CC,0
763,apache/kafka,linkedin/kafka,15134,NA,0
762,apache/kafka,linkedin/kafka,15135,NA,0
758,apache/kafka,linkedin/kafka,15155,NE,0
757,apache/kafka,linkedin/kafka,15162,NA,0
756,apache/kafka,linkedin/kafka,15169,NA,0
755,apache/kafka,linkedin/kafka,15170,NE,0
754,apache/kafka,linkedin/kafka,15174,NA,0
752,apache/kafka,linkedin/kafka,15182,NE,0
463,apache/kafka,linkedin/kafka,16721,NA,0
461,apache/kafka,linkedin/kafka,16723,NA,0
459,apache/kafka,linkedin/kafka,16730,NA,0
440,apache/kafka,linkedin/kafka,16829,NE,0
439,apache/kafka,linkedin/kafka,16833,NE,0
438,apache/kafka,linkedin/kafka,16854,NA,0
437,apache/kafka,linkedin/kafka,16855,NA,0
436,apache/kafka,linkedin/kafka,16856,NA,0
435,apache/kafka,linkedin/kafka,16857,NA,0
433,apache/kafka,linkedin/kafka,16861,NA,0
432,apache/kafka,linkedin/kafka,16869,NE,0
783,apache/kafka,linkedin/kafka,15061,NE,0
782,apache/kafka,linkedin/kafka,15068,NA,0
781,apache/kafka,linkedin/kafka,15069,NA,0
779,apache/kafka,linkedin/kafka,15076,NA,0
777,apache/kafka,linkedin/kafka,15079,NA,0
774,apache/kafka,linkedin/kafka,15088,NA,0
772,apache/kafka,linkedin/kafka,15096,NA,0
770,apache/kafka,linkedin/kafka,15100,NE,0
422,apache/kafka,linkedin/kafka,16953,NA,0
420,apache/kafka,linkedin/kafka,16955,NA,0
418,apache/kafka,linkedin/kafka,16961,NE,0
416,apache/kafka,linkedin/kafka,16982,NA,0
799,apache/kafka,linkedin/kafka,14964,NE,0
794,apache/kafka,linkedin/kafka,14989,NE,0
792,apache/kafka,linkedin/kafka,15001,NE,0
791,apache/kafka,linkedin/kafka,15003,NE,0
790,apache/kafka,linkedin/kafka,15004,NE,0
789,apache/kafka,linkedin/kafka,15006,NA,0
787,apache/kafka,linkedin/kafka,15030,NE,0
786,apache/kafka,linkedin/kafka,15031,NA,0
784,apache/kafka,linkedin/kafka,15037,NA,0
444,apache/kafka,linkedin/kafka,16817,NA,0
443,apache/kafka,linkedin/kafka,16818,NA,0
441,apache/kafka,linkedin/kafka,16826,NA,0
815,apache/kafka,linkedin/kafka,14888,NE,0
813,apache/kafka,linkedin/kafka,14895,NE,0
812,apache/kafka,linkedin/kafka,14902,NA,0
810,apache/kafka,linkedin/kafka,14913,NE,0
808,apache/kafka,linkedin/kafka,14918,NE,0
807,apache/kafka,linkedin/kafka,14927,NE,0
806,apache/kafka,linkedin/kafka,14939,NE,0
805,apache/kafka,linkedin/kafka,14947,NE,0
803,apache/kafka,linkedin/kafka,14954,NE,0
802,apache/kafka,linkedin/kafka,14955,NA,0
801,apache/kafka,linkedin/kafka,14959,NE,0
429,apache/kafka,linkedin/kafka,16886,NA,0
427,apache/kafka,linkedin/kafka,16918,NA,0
426,apache/kafka,linkedin/kafka,16919,NE,0
424,apache/kafka,linkedin/kafka,16934,NA,0
423,apache/kafka,linkedin/kafka,16942,NE,0
407,apache/kafka,linkedin/kafka,17031,CC,0
403,apache/kafka,linkedin/kafka,17054,NA,0
402,apache/kafka,linkedin/kafka,17058,NE,0
401,apache/kafka,linkedin/kafka,17065,NA,0
400,apache/kafka,linkedin/kafka,17067,NE,0
830,apache/kafka,linkedin/kafka,14794,NE,0
829,apache/kafka,linkedin/kafka,14802,NE,0
826,apache/kafka,linkedin/kafka,14823,NA,0
825,apache/kafka,linkedin/kafka,14824,NA,0
824,apache/kafka,linkedin/kafka,14827,NE,0
823,apache/kafka,linkedin/kafka,14836,NA,0
822,apache/kafka,linkedin/kafka,14840,NA,0
821,apache/kafka,linkedin/kafka,14851,NA,0
818,apache/kafka,linkedin/kafka,14869,NA,0
817,apache/kafka,linkedin/kafka,14875,NE,0
816,apache/kafka,linkedin/kafka,14887,NE,0
850,apache/kafka,linkedin/kafka,14722,NA,0
849,apache/kafka,linkedin/kafka,14726,NE,0
848,apache/kafka,linkedin/kafka,14732,NA,0
847,apache/kafka,linkedin/kafka,14740,NE,0
843,apache/kafka,linkedin/kafka,14751,NA,0
841,apache/kafka,linkedin/kafka,14760,NE,0
839,apache/kafka,linkedin/kafka,14763,NA,0
837,apache/kafka,linkedin/kafka,14769,NA,0
836,apache/kafka,linkedin/kafka,14770,NA,0
835,apache/kafka,linkedin/kafka,14771,NA,0
833,apache/kafka,linkedin/kafka,14785,NE,0
832,apache/kafka,linkedin/kafka,14786,NE,0
415,apache/kafka,linkedin/kafka,16988,NE,0
414,apache/kafka,linkedin/kafka,16990,NE,0
411,apache/kafka,linkedin/kafka,17005,NA,0
410,apache/kafka,linkedin/kafka,17018,NE,0
396,apache/kafka,linkedin/kafka,17085,CC,0
395,apache/kafka,linkedin/kafka,17086,NE,0
392,apache/kafka,linkedin/kafka,17106,CC,0
391,apache/kafka,linkedin/kafka,17109,NE,0
390,apache/kafka,linkedin/kafka,17115,NA,0
389,apache/kafka,linkedin/kafka,17118,NA,0
388,apache/kafka,linkedin/kafka,17121,CC,0
386,apache/kafka,linkedin/kafka,17148,CC,0
385,apache/kafka,linkedin/kafka,17152,CC,0
384,apache/kafka,linkedin/kafka,17155,CC,0
863,apache/kafka,linkedin/kafka,14657,NE,0
860,apache/kafka,linkedin/kafka,14665,NA,0
859,apache/kafka,linkedin/kafka,14667,NA,0
856,apache/kafka,linkedin/kafka,14682,NA,0
854,apache/kafka,linkedin/kafka,14688,NA,0
851,apache/kafka,linkedin/kafka,14718,NA,0
376,apache/kafka,linkedin/kafka,17184,NA,0
371,apache/kafka,linkedin/kafka,17203,NA,0
369,apache/kafka,linkedin/kafka,17206,NA,0
368,apache/kafka,linkedin/kafka,17207,NA,0
879,apache/kafka,linkedin/kafka,14584,CC,0
876,apache/kafka,linkedin/kafka,14599,NA,0
875,apache/kafka,linkedin/kafka,14608,NA,0
874,apache/kafka,linkedin/kafka,14616,NE,0
873,apache/kafka,linkedin/kafka,14622,NA,0
872,apache/kafka,linkedin/kafka,14624,NA,0
871,apache/kafka,linkedin/kafka,14625,NA,0
867,apache/kafka,linkedin/kafka,14639,NE,0
866,apache/kafka,linkedin/kafka,14643,NA,0
864,apache/kafka,linkedin/kafka,14650,NA,0
399,apache/kafka,linkedin/kafka,17071,CC,0
397,apache/kafka,linkedin/kafka,17078,NA,0
363,apache/kafka,linkedin/kafka,17232,NA,0
362,apache/kafka,linkedin/kafka,17239,CC,0
358,apache/kafka,linkedin/kafka,17280,CC,0
357,apache/kafka,linkedin/kafka,17287,NE,0
356,apache/kafka,linkedin/kafka,17294,NA,0
354,apache/kafka,linkedin/kafka,17307,NE,0
353,apache/kafka,linkedin/kafka,17310,NA,0
893,apache/kafka,linkedin/kafka,14506,NE,0
892,apache/kafka,linkedin/kafka,14526,NA,0
891,apache/kafka,linkedin/kafka,14532,NE,0
887,apache/kafka,linkedin/kafka,14542,NE,0
882,apache/kafka,linkedin/kafka,14563,NA,0
382,apache/kafka,linkedin/kafka,17164,NA,0
379,apache/kafka,linkedin/kafka,17171,NA,0
378,apache/kafka,linkedin/kafka,17172,NA,0
377,apache/kafka,linkedin/kafka,17178,NE,0
337,apache/kafka,linkedin/kafka,17417,NA,0
336,apache/kafka,linkedin/kafka,17419,CC,0
911,apache/kafka,linkedin/kafka,14455,NA,0
910,apache/kafka,linkedin/kafka,14457,NA,0
909,apache/kafka,linkedin/kafka,14459,NA,0
908,apache/kafka,linkedin/kafka,14461,NE,0
907,apache/kafka,linkedin/kafka,14464,CC,0
906,apache/kafka,linkedin/kafka,14475,CC,0
905,apache/kafka,linkedin/kafka,14476,CC,0
903,apache/kafka,linkedin/kafka,14484,NA,0
902,apache/kafka,linkedin/kafka,14487,NA,0
901,apache/kafka,linkedin/kafka,14490,NA,0
900,apache/kafka,linkedin/kafka,14492,NA,0
367,apache/kafka,linkedin/kafka,17210,NA,0
366,apache/kafka,linkedin/kafka,17214,NE,0
364,apache/kafka,linkedin/kafka,17227,CC,0
929,apache/kafka,linkedin/kafka,14366,NA,0
927,apache/kafka,linkedin/kafka,14378,NA,0
925,apache/kafka,linkedin/kafka,14393,CC,0
922,apache/kafka,linkedin/kafka,14403,NA,0
921,apache/kafka,linkedin/kafka,14409,NE,0
920,apache/kafka,linkedin/kafka,14415,NE,0
919,apache/kafka,linkedin/kafka,14419,NA,0
918,apache/kafka,linkedin/kafka,14424,NE,0
916,apache/kafka,linkedin/kafka,14435,NA,0
913,apache/kafka,linkedin/kafka,14447,NE,0
350,apache/kafka,linkedin/kafka,17342,NE,0
349,apache/kafka,linkedin/kafka,17343,NA,0
347,apache/kafka,linkedin/kafka,17358,NA,0
346,apache/kafka,linkedin/kafka,17361,NA,0
341,apache/kafka,linkedin/kafka,17393,CC,0
339,apache/kafka,linkedin/kafka,17401,NE,0
330,apache/kafka,linkedin/kafka,17447,NA,0
329,apache/kafka,linkedin/kafka,17455,NA,0
328,apache/kafka,linkedin/kafka,17459,NE,0
327,apache/kafka,linkedin/kafka,17471,CC,0
326,apache/kafka,linkedin/kafka,17475,NA,0
325,apache/kafka,linkedin/kafka,17476,NE,0
324,apache/kafka,linkedin/kafka,17483,CC,0
323,apache/kafka,linkedin/kafka,17490,NE,0
321,apache/kafka,linkedin/kafka,17509,NE,0
320,apache/kafka,linkedin/kafka,17515,NE,0
943,apache/kafka,linkedin/kafka,14292,NA,0
941,apache/kafka,linkedin/kafka,14300,NA,0
937,apache/kafka,linkedin/kafka,14314,NA,0
935,apache/kafka,linkedin/kafka,14319,NA,0
933,apache/kafka,linkedin/kafka,14325,NA,0
931,apache/kafka,linkedin/kafka,14342,NE,0
959,apache/kafka,linkedin/kafka,14156,NA,0
958,apache/kafka,linkedin/kafka,14160,NA,0
956,apache/kafka,linkedin/kafka,14187,NA,0
955,apache/kafka,linkedin/kafka,14188,NA,0
954,apache/kafka,linkedin/kafka,14192,NA,0
953,apache/kafka,linkedin/kafka,14196,NA,0
951,apache/kafka,linkedin/kafka,14216,NA,0
950,apache/kafka,linkedin/kafka,14224,NA,0
949,apache/kafka,linkedin/kafka,14228,NA,0
947,apache/kafka,linkedin/kafka,14273,NA,0
946,apache/kafka,linkedin/kafka,14274,CC,0
944,apache/kafka,linkedin/kafka,14281,NE,0
335,apache/kafka,linkedin/kafka,17430,NE,0
334,apache/kafka,linkedin/kafka,17434,NA,0
333,apache/kafka,linkedin/kafka,17439,NE,0
331,apache/kafka,linkedin/kafka,17445,NA,0
314,apache/kafka,linkedin/kafka,17541,NA,0
311,apache/kafka,linkedin/kafka,17572,NA,0
310,apache/kafka,linkedin/kafka,17575,NA,0
309,apache/kafka,linkedin/kafka,17578,NE,0
307,apache/kafka,linkedin/kafka,17585,NA,0
306,apache/kafka,linkedin/kafka,17599,NA,0
305,apache/kafka,linkedin/kafka,17604,NA,0
304,apache/kafka,linkedin/kafka,17607,NE,0
974,apache/kafka,linkedin/kafka,14065,NA,0
970,apache/kafka,linkedin/kafka,14088,NA,0
968,apache/kafka,linkedin/kafka,14100,NA,0
965,apache/kafka,linkedin/kafka,14126,NE,0
964,apache/kafka,linkedin/kafka,14128,NE,0
963,apache/kafka,linkedin/kafka,14137,NE,0
962,apache/kafka,linkedin/kafka,14138,NA,0
961,apache/kafka,linkedin/kafka,14149,NA,0
998,apache/kafka,linkedin/kafka,13935,NE,0
996,apache/kafka,linkedin/kafka,13940,NE,0
995,apache/kafka,linkedin/kafka,13948,NA,0
994,apache/kafka,linkedin/kafka,13955,NE,0
989,apache/kafka,linkedin/kafka,13967,NA,0
988,apache/kafka,linkedin/kafka,13968,NE,0
987,apache/kafka,linkedin/kafka,13972,NA,0
986,apache/kafka,linkedin/kafka,13976,NA,0
984,apache/kafka,linkedin/kafka,13995,NE,0
982,apache/kafka,linkedin/kafka,14013,NA,0
981,apache/kafka,linkedin/kafka,14023,NA,0
979,apache/kafka,linkedin/kafka,14036,NA,0
976,apache/kafka,linkedin/kafka,14051,NA,0
318,apache/kafka,linkedin/kafka,17526,NA,0
316,apache/kafka,linkedin/kafka,17532,NE,0
315,apache/kafka,linkedin/kafka,17540,NA,0
298,apache/kafka,linkedin/kafka,17632,NA,0
297,apache/kafka,linkedin/kafka,17635,NE,0
295,apache/kafka,linkedin/kafka,17655,NE,0
294,apache/kafka,linkedin/kafka,17657,NA,0
293,apache/kafka,linkedin/kafka,17658,NA,0
292,apache/kafka,linkedin/kafka,17662,NE,0
291,apache/kafka,linkedin/kafka,17674,NA,0
290,apache/kafka,linkedin/kafka,17682,NA,0
289,apache/kafka,linkedin/kafka,17688,NA,0
288,apache/kafka,linkedin/kafka,17693,NA,0
1007,apache/kafka,linkedin/kafka,13896,NA,0
1005,apache/kafka,linkedin/kafka,13908,NA,0
1003,apache/kafka,linkedin/kafka,13917,NA,0
1002,apache/kafka,linkedin/kafka,13919,NA,0
1000,apache/kafka,linkedin/kafka,13922,NE,0
999,apache/kafka,linkedin/kafka,13923,NA,0
284,apache/kafka,linkedin/kafka,17704,NA,0
281,apache/kafka,linkedin/kafka,17713,NA,0
279,apache/kafka,linkedin/kafka,17723,NA,0
278,apache/kafka,linkedin/kafka,17724,NE,0
277,apache/kafka,linkedin/kafka,17726,NE,0
276,apache/kafka,linkedin/kafka,17738,NA,0
272,apache/kafka,linkedin/kafka,17774,NE,0
1023,apache/kafka,linkedin/kafka,13810,NA,0
1022,apache/kafka,linkedin/kafka,13811,NA,0
1021,apache/kafka,linkedin/kafka,13832,NA,0
1020,apache/kafka,linkedin/kafka,13841,CC,0
1019,apache/kafka,linkedin/kafka,13858,NA,0
1017,apache/kafka,linkedin/kafka,13871,NA,0
1008,apache/kafka,linkedin/kafka,13889,NA,0
301,apache/kafka,linkedin/kafka,17621,CC,0
299,apache/kafka,linkedin/kafka,17631,NE,0
262,apache/kafka,linkedin/kafka,17837,NE,0
261,apache/kafka,linkedin/kafka,17838,NA,0
260,apache/kafka,linkedin/kafka,17839,NA,0
259,apache/kafka,linkedin/kafka,17848,NE,0
256,apache/kafka,linkedin/kafka,17863,CC,0
1039,apache/kafka,linkedin/kafka,13754,NE,0
1038,apache/kafka,linkedin/kafka,13755,NE,0
1037,apache/kafka,linkedin/kafka,13757,NE,0
1035,apache/kafka,linkedin/kafka,13763,NE,0
1032,apache/kafka,linkedin/kafka,13774,NA,0
1031,apache/kafka,linkedin/kafka,13784,NE,0
1030,apache/kafka,linkedin/kafka,13799,NA,0
1027,apache/kafka,linkedin/kafka,13805,NA,0
1026,apache/kafka,linkedin/kafka,13806,NA,0
1024,apache/kafka,linkedin/kafka,13809,NE,0
287,apache/kafka,linkedin/kafka,17696,NA,0
1061,apache/kafka,linkedin/kafka,13653,NE,0
1057,apache/kafka,linkedin/kafka,13669,NA,0
1056,apache/kafka,linkedin/kafka,13671,NA,0
1055,apache/kafka,linkedin/kafka,13672,NA,0
1053,apache/kafka,linkedin/kafka,13693,NE,0
1052,apache/kafka,linkedin/kafka,13695,NE,0
1051,apache/kafka,linkedin/kafka,13707,NA,0
